Character,Text,Episode,LineNumber
Comedian,"""Take him out of the audience. Kill him. Sick him. (A dog runs in and attacks) Demons, suck his life out. I don't give a shit.""",208,114
Alien Doctor,"""Smith family?""",208,115
Beth,"""Yes?""",208,116
Alien Doctor,"""I wanted to let you all know that Jerry is doing just fine.""",208,117
All,"""Yeah, whoo, awesome, called it, that's good news!""",208,118
Alien Doctor,"""But, ah, Mrs. Smith, could you come with me?""",208,119
DIRECTION,"""(Transition to Jerry's hospital room)""",208,120
Jerry,"""Hi, honey, so, here's the thing-these guys-they want to completely remove my penis and use it as an alien's heart, and we just need you to sign off on it.""",208,121
Beth,"""WHAT!?!""",208,122
Jerry,"""Uh-oh, maybe we have a problem here after all guys. Yikes.""",208,123
Alien Doctor,"""His penis will be replaced with a sophisticated prosthetic, now there's a wide range of options to chose from, they're all in this catalog.""",208,124
Beth,"""I don't care about prosthetics, this is insane! What do you people think you're doing?""",208,125
Alien Doctor,"""I understand your feelings, Mrs. Smith.""",208,126
Beth,"""Oh, I don't think you do. I bring my husband in for emergency medical treatment, he's gone an hour, and now you want his PENIS, and you hand me some... catalog. It's--It's--It's--It's, I mean.""",208,127
DIRECTION,"""(She looks at the catalog and gets less and less angry about the idea)""",208,128
Jerry,"""Sheesh, well, there you go. Sorry. I know it's hard to understand, but on Earth, love comes first.""",208,129
Alien Doctor,"""There are those that believe, Mr. Smith, that Shrimply Pibbles represents love between all life. His fate will determine the fate of hundreds of billions of sentient life forms.""",208,130
Beth,"""Woah! Woah. So, billions of life forms?""",208,131
Alien Doctor,"""Hundreds of billions.""",208,132
Beth,"""I mean, Jerry, y-you didn't explain the full gravity of the situation.""",208,133
Jerry,"""Uh, well, Beth, I don't think your decision should be based on politics. Who could argue with a wife's decision to keep her LOVER INTACT.""",208,134
Beth,"""Well I don't think that's fair at all, Jerry. At all. In fact, I think this whole paradigm has sexist overtones.""",208,135
Jerry,"""Beth, can we talk about this privately?""",208,136
Beth,"""You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, ""I prefer to keep my penis.""",208,137
Jerry,"""(louder): But, Beth, what kind of man would say something like that if the universe needed his penis!?!""",208,138
Beth,"""Well, Jerry, what kind of wife would I be if I did anything to stand in your way?""",208,139
DIRECTION,"""(She looks at the catalog again, definitely with future plans in mind.)""",208,140
DIRECTION,"""(Transition to the waiting room, a commercial plays)""",208,141
Restaurant chef,"""Hey, listen, is your mouth tiny and small? Then why don't you come down to 'Little Bits?'""",208,142
Background whisper,"""LIttle Bits!""",208,143
Resturant chef (improvised),"""Where the food is tiny...it looks like regular food. But really tiny. You put it in your mouth and eat it. Nothing gets stuck in your lips. It's just tiny and tiny and fits (laughter) fits right in!""",208,144
Background whisper,"""Little Bits!""",208,145
Restaurant chef,"""(improvised) We got....tiny uh-lasagna. tiny pizza, tiny pie. Mmh! Little tiny...fried eggs! (surprised) Oh, shit! We got tiny people!""",208,146
Background whisper,"""Little Bits!""",208,147
Restaurant chef (improvised),"""You hungry? Come on down!""",208,148
Background whisper,"""Little Bits!""",208,149
Restaurant chef,"""Eat some fucking shit, you fucking stupid bitch! (laughter) Just kidding.""",208,150
DIRECTION,"""(Transition to Jerry and the alien doctor. Alien doctor leads Jerrry into a secluded room with a desk and a computer)""",208,151
Alien doctor,"""You got some time to kill befpre the procedure, so I assume you'd like to uh....use your penis one last time. Here's my computer. It's got the alien internet on it. (He clicks and a window opens where tentacles tickle an alien hole of some sorts) There's some...porn. And there's an alien towel- I actually got that on another planet, so it is an alien towel to me! Good luck!""",208,152
Jerry (disspirited),"""Thanks. (he watches the doctor leave with a hopeless expression, looks at the towel and sighs. He sits down, clicks the alien porn away and finds secluded information about Shrimply Pibbles.) What is this? (he takes a closer look) Hmm..Hey! Wait a minute!""",208,153
Alien doctor (from outside),"""Oh, um...Mr. Smith!""",208,154
Jerry (lying hastily while pulling down his pants),"""Yeah, just masturbating!""",208,155
Alien doctor (enters),"""I forgot to mention, there are extensive medical records open on my desktop, but >I trust you to confine your activities to the purely pornographic.""",208,156
Jerry (overly serious),"""Absolutely!""",208,157
DIRECTION,"""Alien doctor (whlile leaving) Good luck!""",208,158
DIRECTION,"""(The door closes and Jerry clicks back on the window with the secluded information)""",208,159
Jerry (raises his eyebrow and can't believe his luck),"""My God! (laughs) Mr. Pibbles. (leans back and folds his arms behind his head) You just wrote my penis a one-way ticket to staying on my body town.""",208,160
DIRECTION,"""(Transition to the waiting room, a news show starts playing, a weird worm-like creature in a suit whose body fades out in the right screen holds a bunch of paper.)""",208,161
Announcer,"""It's the Opposite news, with Michael Thompson!""",208,162
Michael Thompson,"""Hey, everybody, it's me, Michael Thompson! Today, the pope...didn't..get killed! (His body gets a tug to the right and he looks irritated.) He's perfectly fine...and he's on vacation on Aruba.Uh. In other opposite news information-""",208,163
Morty (confused and a little concerned),"""Hey, Rick ..what's the deal with this guy? Why is his body, like..sloping off to the right side of the screen like that?""",208,164
Rick (indifferent),"""I dunno. Let's see what else is on, huh?""",208,165
DIRECTION,"""(Channel changes to a cooking show with a similar alien whose body disappears in the left side of the screen)""",208,166
Pichael Thompson,"""Hey, welcome to 'cooking things'! I'm Pichael Thompson!""",208,167
Morty,"""Hey, look, rick! This guy's body is, like, sloping down and leaning off to screen left!""",208,168
Rick,"""Oh my God, and his name's Pichael!""",208,169
Pichael Thomson,"""I'm cooking a little bit of this, I'm gonna cook a little bit of that.. (He gets irritated as he tugged and pulls Michael Thompson over to his side, their bodies are connected) Oh, hey! Stop tugging, Michael!""",208,170
Morty (gets it),"""Oh my God, Siamese twins! They're siamese twins!""",208,171
Michael Thompson,"""You quit tugging! I'm in the middle of my news!""",208,172
Pichael Thompson,"""Oh, oh, it's always about you, isn't it. Can you believe this guy, ladies and gentlemen? He'S got his own news show, he' got a normal name..""",208,173
Morty,"""Hey, flip back to the news!""",208,174
Rick,"""Oh, yeah, yeah,yeah!""",208,175
DIRECTION,"""(Rick flips the channel back to the news, the news show is without hosts, you hear the brothers arguing)""",208,176
Pichael Thomson,"""You can tell our parents started with naming him.It's like, oh, Michael. They had that one planned before they even got pregnant, I bet.""",208,177
Summer,"""I don't wanna be that girl, but maybe there would be less conflict if they didn't shoot there shows at the same time?""",208,178
Rick,"""Uh, Summer, you have no idea how much money that must save productions.""",208,179
DIRECTION,"""(The channels switch to the brothers again)""",208,180
Pichael Thompson,"""And then they found out I was attached to him along for the ride and they said, 'Ah well, shit. Ah, just fuck it, call him Pichael!""",208,181
Michael Thompson,"""Fuck you, Pichael! You're a fucking piece of shit!""",208,182
DIRECTION,"""(Jingle. Summer looks scared, Morty looks creeped out, Rick looks indifferent.)""",208,183
DIRECTION,"""(Transition to an alien press conference, Alien 1 from the surgical room earlier is speaking, cameras click, Beth is searching the catalog, impressed, Jerry watches her angrily, Alien 2 watches Alien 1)""",208,184
Alien 1,"""Good afternoon!I know all of you are wondering about the condition of our dear beloved Pibbles.""",208,185
Beth (quietly to Jerry),"""Which would you prefer between the XP20 and the XP20XS?""",208,186
Jerry (angrily),"""I prefer my own penis! And so should you! (they stare at each other madly before getting interrupted by Alien 1):""",208,187
Alien 1,"""The brave earth man whose sacrifice is going to allow Shrimply Pibbles to live.Mr. Jerry Smith (cheering, Jerry walks over to the microphone)""",208,188
Jerry,"""Hello, everyone! Let's hear it again for Shrimply Pibbles, huh. (more cheering, cut to the audience) He's a good guy, isn't he? (cut back to Jerry, he looks like he's got a plan) I've just been learning about his accomplishments, from his march on Flirk Blirk Square, to his ongoing battle with heroin dependancy, he's the best. (looks arrogant, but is startled as more cheering comes his way) Um...yeah..well...it occurs to me that his heroin addiction may not have been a matter of public record!""",208,189
Male reporter alien 1,"""You realize heroin makes up to ten percent of the atmosphere on Shrimply Pibbles' home planet?""",208,190
Female reporter alien,"""His planet got destroyed by Clorgon death squads, he can't live outside of it without breathing heroin.""",208,191
Jerry (insecure),"""Right! I know that! I just think...(breathes deeply to search for an answer)""",208,192
Male reporter alien 2,"""This guy's trying to get out of giving away his penis! (crowd starts to boo and jeer)""",208,193
DIRECTION,"""(Transition to the waiting room, a documentary starts playing)""",208,194
Morty,"""I got to tell you, Rick. It’s pretty great to be in this spaceship, just the two of us, you know? Just cruising around, Rick and Morty style.""",209,1
Rick,"""I agree, Morty. [ Belches ] Nicee to get back to the basics after a pretty intense, mixed-bag of a year. Ohh!Relax.That’s what windshields are for.I didn’t know that there were bugs out in space.""",209,2
Rick,"""Well , w-what did you think, Morty? Life just developed on earth by itself? Here, let me take care of this.""",209,3
Morty,"""Geez, Rick, that’s disgusting. I don’t want to look at that.""",209,4
Rick,"""Yeah, guess I’m out of fluid. L-let me find a place to stop. Hey, muchacho, does your planet have wiper fluid yet, or are you gonna freak out and start worshipping us?""",209,5
Guy,"""The general store ought to have what you need.""",209,6
Rick,"""Thanks.""",209,7
Guy,"""Of course, you’ll be wanting to be gone from here by sundown.""",209,8
Rick,"""Yeah, sure thing. Wait a minute. What? Why?""",209,9
Guy,"""Sundown is when the festival begins.""",209,10
Morty,"""The festival?""",209,11
Guy,"""Ooh, well, for millennia, our society has been free of crime and war, living in perfect peace.""",209,12
Rick,"""Oh, I know what this is! You’ve been able to sustain world peace because you have one night a year where you all run around robbing and murdering each other without consequence.""",209,13
Guy,"""That’s right.""",209,14
Morty,"""What?!""",209,15
Rick,"""It’s like ""the purge,"" Morty. That movie ""the purge""?""",209,16
Guy,"""Oh, have you been here before?""",209,17
Rick,"""No, no, but I’ve been to a few planets with the same gimmick. You know, sometimes it’s called the cleansing or the red time. There was this one world that called it just murder night. I-it’s a purge planet. They’re peaceful, and then, you know, they just purge.""",209,18
Morty,"""T-that’s horrible!""",209,19
Rick,"""Yeah. You want to check it out?""",209,20
DIRECTION,"""[ Electricity crackling ]""",209,21
Rick,"""So, what do you do during the festival? You lock yourself in, or you go out and do some stuff?""",209,22
Old Guy,"""Oh, I do some pretty bad stuff.""",209,23
Rick,"""Oh, I bet you do, old timer. [ Laughs ]""",209,24
Morty,"""Gee... Rick, come on. The sun is setting. W-we got to get out of here.""",209,25
Rick,"""All right, well, w-what do I owe you for the wiper fluid?""",209,26
Old Guy,"""It’s on the house. Oh, and, uh, why... why don’t you have some candy bars, as well?""",209,27
Rick,"""Oh, no way. That’s really nice of you.""",209,28
Old Guy,"""I’m a nice guy... For now.""",209,29
Rick,"""[ Chuckling ] Ohh, I don’t doubt it.""",209,30
Morty,"""Rick!""",209,31
Rick,"""Yeah, yeah. Hey, have a good festival, old timer.""",209,32
Old Guy,"""I intend to.""",209,33
Morty,"""Rick, unlock it!""",209,34
Rick,"""Just a second, Morty. Oh, look at that sunset.""",209,35
Morty,"""Stop screwing around.""",209,36
DIRECTION,"""[ Click ]""",209,37
Rick,"""There we go. Much better. Now we can see.""",209,38
Morty,"""Great.""",209,39
Rick,"""Hey, you know what, Morty? Why don’t we christen our squeaky-clean windshield here by watching a little of this purge through it?""",209,40
Morty,"""What?! No! What is your problem?!""",209,41
Rick,"""Morty, grow up. If you don’t want to watch, don’t watch, but, you know, it’s my car. [ Belches ] Also, if you tell your mom about this, I’ll purge you.""",209,42
Morty,"""You’re the worst. And this planet is the worst. How can you be into this? You know, people are gonna kill each other.""",209,43
Rick,"""So, what, y-y-you trying to sit here and tell me that [belches] I-if... if there’s a video online with someone getting decapitated, you don’t click on it?""",209,44
Morty,"""No! Why... why would I do that? You do that?""",209,45
Rick,"""I don’t, because it would bore me. I see shit like that for breakfast, Morty. But if you don’t do it, I say it’s because you’re afraid of your own primal instincts. So you stuff them down and...""",209,46
DIRECTION,"""[Bell chiming]""",209,47
Rick,"""Oh, oh! Shh. Shh. It’s starting. Oh-ho-ho! Here we go.""",209,48
Morty,"""I’m not watching.""",209,49
Rick,"""Yeah, yeah, yeah, your medal’s in the mail. I'm gonna get a closer look.""",209,50
Morty,"""Oh, okay, sure. And then someone’s gonna throw a rock and hit the car and then we’re gonna crash and we’re gonna be stuck down there and it’s gonna be what we deserve.""",209,51
Rick,"""Yawn. Whoa! [ Indistinct shouting ] Whoa, they are purging the fuck out of each other.""",209,52
DIRECTION,"""[Muffled screaming]""",209,53
Rick,"""Oh, my God! Oh, shit. That was... okay, yeah. T-that was gross. Wow. Man, I think my eyes were bigger than my stomach on this one, Morty. Ugh. My appetite for purge-spectating got filled pretty quick. Oh, God. [ Grunts ]""",209,54
DIRECTION,"""[ Retching ]""",209,55
DIRECTION,"""[ Woman screaming ]""",209,56
Arthricia,"""Get away from me! No! No! Help! Somebody help me! Aah!""",209,57
Rick,"""All right, Morty. L-let’s get out of here.""",209,58
Morty,"""Wait, wait, wait. Hold on. W-we have to go down there.""",209,59
Rick,"""[ Belching ] What? Why?""",209,60
Morty,"""That poor girl. W-we have to save her.""",209,61
Rick,"""Uh, Morty, in space, we have something we call the non-interference policy. We got the wiper fluid. We watched them kill each other. We’re leaving.""",209,62
Morty,"""Help me save that girl, or I’m telling mom you brought me here.""",209,63
Rick,"""You little turd.""",209,64
DIRECTION,"""[ Screaming ]""",209,65
Arthricia,"""Please! Leave me alone!""",209,66
Rick,"""Leave you alone? During a purge?I don’t think so, baby.""",209,67
Morty,"""It’s okay. We’re not gonna hurt you.""",209,68
Morty,"""My name is Morty. This is my grandpa. We’re tourists.""",209,69
Rick,"""Not anymore.""",209,70
DIRECTION,"""Aah!""",209,71
DIRECTION,"""Aah!""",209,72
Rick,"""Oh, my God. This is fucking awesome! Morty, this is really cool. Hey, y-you want to help me out here and kill some people? It’s fun. We’re totally justified because we’re saving a little girl. I mean, w-w-we’re both free and clear to murder these people.""",209,73
Morty,"""Are you okay?""",209,74
Arthricia,"""Yes. I have to find somewhere to hide.""",209,75
Morty,"""Well, you can hide with us. Rick?""",209,76
Rick,"""Yeah?""",209,77
Morty,"""Do you think we could take... w-what’s your name?""",209,78
Arthricia,"""Arthricia.""",209,79
Morty,"""Could we take Arthricia up in the ship and, you know, just wait out the purge?""",209,80
Rick,"""Oh, Morty, how can I refuse after all you’ve done to blackmail me?""",209,81
Arthricia,"""Your vehicle... is it from the gods?""",209,82
Morty,"""No.""",209,83
Rick,"""Yes.""",209,84
Morty,"""So, uh, you know, when the purge started, did people get into it right away, or were they like, ""wait, what?""This is gonna stop crime how, exactly?""",209,85
Arthricia,"""Yeah, it took some time for people to accept it.""",209,86
Morty,"""Yeah, I bet. [ Chuckles ] I bet. Yeah, it’s kind of like cellphones, you know? At first, everyone was like, ""look at those douchebags purging,"" and then the next thing you know, they’re like, ""it’s just so convenient.""",209,87
Rick,"""Geez, you working on your tight five for the comedy store, Morty?""",209,88
DIRECTION,"""[Smith House]""",209,89
Jerry,"""Whatcha doing? Watching some TV, playing on your phone?""",209,90
Summer,"""Is that a real question?""",209,91
Jerry,"""Just making conversation.""",209,92
Summer,"""Are you? What part of that gives me anything to work with?""",209,93
Summer,"""My choice is to say nothing, be sarcastic, or bark ""yes"" like a trained animal. It’s not a conversation. You’re holding me verbally hostage.""",209,94
Jerry,"""Okay, ass-face. I’ll go in the kitchen.""",209,95
Suma,"""Hey, dad.""",209,96
Jerry,"""Yeah?""",209,97
Summer,"""Whatcha doing? Going into the kitchen?""",209,98
Jerry,"""Okay.""",209,99
Summer,"""Yeah, you like that?""",209,100
Jerry,"""Screw you.""",209,101
DIRECTION,"""[Rick's Ship]""",209,102
Morty,"""So, uh, do most people wear masks when they purge?I-I don’t want to answer any more purge questions.All right, hey, hey, that’s cool.I can roll with that.[ Blowing raspberries ]""",209,103
Arthricia,"""[ Gasps ] My nana!""",209,104
Rick,"""Huh?""",209,105
Arthricia,"""My nana! We have to save her!""",209,106
DIRECTION,"""[The car lands outside an old looking cottage]""",209,107
Rick,"""You just now remembered your Nana exists.""",209,108
Arthricia,"""I-I was traumatized.""",209,109
Rick,"""Haven’t you been through like 15 purges?""",209,110
Arthricia,"""I mean, some as a child? Will somebody just help me get her?""",209,111
Rick,"""Fine, whatever. Morty, stay.""",209,112
DIRECTION,"""[Rick and Arthricia run into the house. Moments later, Morty hears gunfire]""",209,113
DIRECTION,"""Oh God. Oh, crap. Oh, crap!""",209,114
DIRECTION,"""[Arthricia walks out of the house pointing the gun at Morty]""",209,115
Arthricia,"""Get out! Get out!""",209,116
Morty,"""Hey, whoa, whoa, whoa!""",209,117
Arthricia,"""Get the fuck out of the flying machine!""",209,118
Morty,"""Oh, my God! O-okay! Okay!""",209,119
Arthricia,"""Back up, asshole.""",209,120
DIRECTION,"""[ Whimpers ]""",209,121
Arthricia,"""Back up.""",209,122
Morty,"""Ohh.""",209,123
Arthricia,"""Back the fuck up!""",209,124
Morty,"""Aah!""",209,125
Arthricia,"""For what it’s worth, I’m sorry, but that’s not really worth anything tonight, is it?""",209,126
Morty,"""Y-you can’t leave us here. You’re killing us! You hear me? Come back. Y-you got to come back. Change your mind. Oh, geez.""",209,127
Rick,"""Morty! Aah! Fucking Amish bitch shot me! [ Grunts ] She tried to purge me, Morty. You let your wiener do the walking, and now I’m dead. Morty.""",209,128
Morty,"""Rick, she took the car!""",209,129
Rick,"""You fucking kidding me, Morty?! She took my car and the gun. We’re like the rest of these assholes now. W-w-we’re gonna get purged, Morty. Help me up.""",209,130
Morty,"""Oh, geez! Wait a minute, Rick. Why don’t we just use your portal gun?""",209,131
Rick,"""It’s in the car, dip-ass.[ Grunts ] Oh, God, it hurts.""",209,132
Rick,"""She got me right in the goddamn liver, Morty. It’s the hardest-working liver in the galaxy, Morty, and now it has a hole in it. I hope it was worth it.""",209,133
Morty,"""I was just trying to do right.""",209,134
Rick,"""Yeah, well, that’s not really the theme of tonight’s party. Heads up. rapists. Well, don’t just stand there, Morty. Purge 'em.""",209,135
Morty,"""Me?""",209,136
Rick,"""No, me. Should I rub my liver hole on them? Pick up a stick or something and kill them.""",209,137
Morty,"""Um, w-we come in peace.""",209,138
DIRECTION,"""[ Screaming ]""",209,139
Rick,"""Oh, my God. [ Grunts ]""",209,140
DIRECTION,"""[Rick throws a device on the floor in front of the purgers, it disintegrates the first wave of people in an instant]""",209,141
Rick,"""There’s more where that came from! You want to get purged, you bring it! Drop [Belches] drop your shit! Drop it all. Morty, go get their shit. Hurry up. I only had one of those things I threw. I’m holding a box of tic tacs right now.""",209,142
DIRECTION,"""[Smith House]""",209,143
Jerry,"""Want some crackers?""",209,144
Summer,"""No, thank you.""",209,145
Jerry,"""Are you ready to be nice to me?""",209,146
Summer,"""In exchange for crackers?""",209,147
Jerry,"""What happened to you?""",209,148
Summer,"""Dad, get a job.You’re trying to create drama because you’re bored. Oh. [Beeping, whirring] It’s the space phone grandpa gave us.""",209,149
Summer,"""Hello?""",209,150
Rick,"""Hey, Summer, it’s grandpa. I need you to do me a favor.""",209,151
Summer,"""I can barely hear you. Who is it?""",209,152
Rick,"""Morty and I are on a planet that’s purging. I need you to take down-""",209,153
Summer,"""A plan that’s what?""",209,154
Rick,"""We’re on a planet that’s purging, Summer. Purging. We lost our car and my gun, and we’re in a purge.""",209,155
Jerry,"""Ooh, is it Taddy Mason?""",209,156
Summer,"""Like the movie ""The Purge""?""",209,157
Rick,"""Yes, I-I need you to ta-""",209,158
Summer,"""That movie sucked...""",209,159
Rick,"""Oh, my God. Hold on.""",209,160
Jerry,"""It’s not Taddy Mason?""",209,161
Summer,"""Dad, who the fuck is Taddy Mason""",209,162
Jerry,"""My friend.""",209,163
Rick,"""Aah!""",209,164
Summer,"""Are you okay? I’m putting you on speaker.""",209,165
DIRECTION,"""Taddy?""",209,166
DIRECTION,"""Yes, Jerry, it’s Taddy, a person no one’s ever heard of until now, calling you on a space phone.""",209,167
DIRECTION,"""I can’t tell if you’re being sarcastic.""",209,168
DIRECTION,"""[ Growls ]""",209,169
DIRECTION,"""Aah![ Growling ][ Gunshots ]""",209,170
DIRECTION,"""Reload, fast.Summer, w-we need you to take down this number. Quit screwing around.""",209,171
JerrY,"""Morty? Are you all right?""",209,172
Morty,"""No!""",209,173
Jerry,"""Why are you with Taddy Mason?""",209,174
Morty,"""Holy shit, Dad! Shut the fuck up!""",209,175
Jerry,"""Okay. I guess I’m just this entire family’s toilet paper.""",209,176
Rick,"""Are you writing this down? Will you please write this down?""",209,177
Summer,"""Yes, yes.""",209,178
Rick,"""7-7-1-9-8... [Growling] 3-6-4-2-1-1-2-5. Aah! [Rick get's jumped by one of the purgers] You son of a bitch!""",209,179
Rick,"""Morty, I don't want to be the ""a little help"" guy, but a little help?""",209,180
Morty,"""Aah!""",209,181
Summer,"""Okay, I have a pen. Go.""",209,182
Rick,"""7-7-1-9-8-3- 6-4-2-1-1-2-5. A spoon, Morty? A spoon?!""",209,183
Morty,"""I’m sorry.""",209,184
Rick,"""There’s a pile of silverware next to you, and you throw me the one thing that can never kill anything?""",209,185
Morty,"""All right, okay!""",209,186
Rick,"""Summer, on the shelf above my workbench in the garage, there’s a red box with a keypad on it. You’re gonna take that box outside, and you’re gonna type the number I just gave you into the keypad. Got it?""",209,187
Summer,"""Got it.""",209,188
Jerry,"""Is it just part of growing up to hate your dad?""",209,189
Summer,"""I’m ignoring you.""",209,190
DIRECTION,"""[cut to Morty and Rick walking outside towards a lighthouse]""",209,191
Rick,"""Morty, if I can get to the top of that lighthouse, I can send the beacon, and your sister can launch our package. Just remember, if there’s people in there and they try to purge us, we got to purge them first.""",209,192
Morty,"""We’re not purging anyone, Rick, all right? W-will you stop it?""",209,193
Rick,"""Morty, if we’re gonna survive tonight, you’re gonna need to harness your repressed rage.""",209,194
Morty,"""I don’t have any!""",209,195
Rick,"""Spoken like a person with repressed rage. [ Doorbell rings ]""",209,196
Lighthouse Keeper,"""I take no part in the festival. If you desire to kill me, I only ask you do it quickly.""",209,197
Rick,"""No such agenda, chief.""",209,198
Morty,"""We’re not too keen on the purge, either, sir. We were just hoping to get on the roof of your lighthouse so we can send a beacon to my sister on earth. It’s a different planet.""",209,199
Rick,"""By the way, life on other planets exists. Don’t let it distract you.""",209,200
Lighthouse Keeper,"""I’ll let you use my lighthouse for shelter and beacon-sending on the condition that you listen to my tale.""",209,201
Rick,"""Deal.""",209,202
Rick,"""All right, I’m gonna go to the roof and set things up. Morty, you listen to his tale.""",209,203
Morty,"""Okay.""",209,204
DIRECTION,"""[cut to the lighthouse interior]""",209,205
Lighthouse Keeper,"""[ Clears throat ] ""Fade in. Exterior. Unnamed city. Day."" The hustle and bustle is a symphony of progress. We pan past windows, each of which contain a different story, to find Jacey Iakims, 28... hot, but doesn’t know it. Jacey stops when her high heel gets caught in the grating of a sewer. Suddenly, a man steps into frame and points a gun at her... This is not her day. Fade to black. ""Title... ‘three weeks earlier.’""",209,206
Morty,"""[ sighs ]""",209,207
DIRECTION,"""[cut to Rick's garage]""",209,208
Jerry,"""You really don’t want to talk to me about this.""",209,209
Summer,"""Dad, grandpa and Morty are in danger. You’re unemployed, and you’re bored. They’re a higher priority.""",209,210
Jerry,"""Stop saying I’m unemployed!""",209,211
Summer,"""Okay, 7-7-1-9-8-3-6-4-2-1-12... aah!""",209,212
Jerry,"""Good lord! Now what?""",209,213
DIRECTION,"""[ Whirring, humming ]""",209,214
Jerry,"""Look, I’m your father, and I love you is all I’m saying. I’ll leave it at that.""",209,215
Summer,"""Fine, dad!""",209,216
DIRECTION,"""[ Both scream ]""",209,217
Summer,"""Oh, he might have said to take it outside.""",209,218
DIRECTION,"""[cut back to the top of the lighthouse]""",209,219
Rick,"""Come on, Summer. How hard is it to type some numbers into a box?""",209,220
Device,"""Target locked. [ Device beeps ]""",209,221
Rick,"""Oh, thank God. Well, I did my job. Summer did her job. Now all Morty has to do is finish listening to that tale.""",209,222
Lighthouse Keeper,"""Blane: ""Maybe I don’t need a new friend."" Jacey: ""Maybe you’re the only friend I need."" Blane: ""Need, or want?"" Jacey: ""I’ve never been much for wanting."" Blane: ""Spoken like someone with needs.""",209,223
Morty,"""Oh, geez.""",209,224
Lighthouse Keeper,"""Hmm?""",209,225
Morty,"""Uh, sorry. K-keep going.""",209,226
Lighthouse Keeper,"""Jacey reaches out and touches his face."" It’s clear he needs what she wants. She’s a woman. He’s a man. The city burns in the background as he takes her in his arms. Fade out. Title... ‘the end’...""Question mark.""",209,227
Morty,"""Wow.""",209,228
Lighthouse Keeper,"""Yeah?""",209,229
Morty,"""It’s... G-good job. Good job.""",209,230
Lighthouse Keeper,"""You liked it?""",209,231
Morty,"""Of course I did.""",209,232
Lighthouse Keeper,"""You didn’t laugh at the scene in the bar.""",209,233
Morty,"""I...Thought it was funny, but I wanted to hear the rest.""",209,234
Lighthouse Keeper,"""Do you have any thoughts? Notes?""",209,235
Morty,"""No. I-I just enjoyed it. That’s my note, you know? Please write more.""",209,236
Lighthouse Keeper,"""Seems a little insincere.""",209,237
Morty,"""What? No.""",209,238
Lighthouse Keeper,"""You don’t have to mollycoddle me. I want to improve my writing. Tell me your real thoughts.""",209,239
Morty,"""All right. Well, um, I’m not a huge fan, personally, of the whole ""three weeks earlier"" teaser thing. I feel like, you know, we should start our stories where they begin not start them where they get interest...""",209,240
Lighthouse Keeper,"""...get out""",209,241
Morty,"""Um, what?""",209,242
Lighthouse Keeper,"""No, I’m sick of this. You bang on my door, you beg me to help you, I share something personal with you, and you take a giant shit on it.""",209,243
Morty,"""Hey, man, we asked if we could put up a beacon...""",209,244
Lighthouse Keeper,"""Well, you can’t. I want you out of here. You’re a petty person, and you’re insecure, and you’re taking it out on me. That’s a good script.""",209,245
DIRECTION,"""[they both walk to the top of the lighthouse]""",209,246
Morty,"""What the hell?!""",209,247
Lighthouse Keeper,"""I don’t care. I want you out.""",209,248
Rick,"""What?""",209,249
Lighthouse Keeper,"""Take that thing down. Your grandson is a shitty person. Leave now..""",209,250
Rick,"""Morty!""",209,251
Morty,"""Rick, I didn’t do anything. I sat through his entire screenplay...""",209,252
Lighthouse Keeper,"""You ""sat through it""?""",209,253
Morty,"""Yes! Did you want me to weep with joy? It’s terrible!""",209,254
Rick,"""Whoa! Morty! We’re guests here.""",209,255
Morty,"""I tried to be a good guest! He dragged it out of me!""",209,256
Lighthouse Keeper,"""I’m taking down this beacon.""",209,257
Morty,"""No, stop! That’s not fair! Just because you hate your own writing doesn’t make me a bad person!""",209,258
Lighthouse Keeper,"""Aah!""",209,259
DIRECTION,"""[Morty pushes the Lighthouse Keeper who falls down the stairs and breaks his neck at the bottom]""",209,260
Morty,"""You like that? You want me to cut to three weeks earlier when you were alive?""",209,261
Rick,"""Whoa, Morty. You just purged.""",209,262
Device,"""Beacon arriving. [ Device beeps ]""",209,263
Rick,"""Okay, time to go. Well, terrific.""",209,264
DIRECTION,"""Rick's garage""",209,265
Jerry,"""[ Sighs ]""",209,266
Summer,"""Dad, what’s going on? What’s the deal here?""",209,267
Jerry,"""I just wanted to spend some time with my daughter. You’re growing up so fast. You used to be my little girl.""",209,268
Summer,"""[ Chuckles ] Yeah.""",209,269
Jerry,"""Remember when we used to go to the playground, and I’d push you on the swings?""",209,270
Summer,"""Oh, you could push me higher than all the other kids.""",209,271
Jerry,"""You were so small and cute. I thought you were gonna fly right off into the street.""",209,272
Summer,"""[ Chuckling ] I used to pee my pants.""",209,273
Jerry,"""I know, and now look at you! You have a job. You’re making really good money. You’re not paying any rent, so you have plenty of disposable income.""",209,274
Summer,"""Oh, God, dad. Please, don’t.""",209,275
Jerry,"""I just need a few hundred dollars to get through the month. I have some interviews coming up. Something’s gonna come through. I can feel it.""",209,276
Summer,"""I’m going inside.""",209,277
DIRECTION,"""[ Door shuts ]""",209,278
Jerry,"""[ Sighs ] I guess this is what rock bottom feels like, Jerry. Ow!""",209,279
Rick,"""It’s okay, Morty. It’s the purge, you know? Pushing old lighthouse keepers down the stairs is totally cool.""",209,280
Morty,"""It’s not cool, Rick. I-I’m not like these people. I can’t run around chopping people’s heads off one day a year and then sleep well the rest of the time.""",209,281
